movie,production_budget,domestic_gross_x,foreign_gross_x,year_x,title,domestic_gross_y,foreign_gross_y,year_y
Splice,30000000,17010170,28542494,2010,Splice,17000000.0,9800000,2010
Get Him to the Greek,40000000,61153526,91455875,2010,Get Him to the Greek,61000000.0,30300000,2010
Marmaduke,50000000,33644788,89895930,2010,Marmaduke,33600000.0,50100000,2010
Killers,75000000,47059963,95572749,2010,Killers,47100000.0,51100000,2010
Ondine,12000000,550472,557545,2010,Ondine,550000.0,1100000,2010
Micmacs,42000000,1259693,11756922,2010,Micmacs,1300000.0,15100000,2010
Agora,70000000,619423,38992292,2010,Agora,619000.0,38400000,2010
George A. Romero's Survival of the Dead,4200000,101740,101740,2010,George A. Romero's Survival of the Dead,102000.0,41500,2010
Sea Rex 3D: Journey to a Prehistoric World,5000000,6096582,16515203,2010,Sea Rex 3D: Journey to a Prehistoric World,6100000.0,9900000,2010
Sex and the City 2,95000000,95347692,294680778,2010,Sex and the City 2,95300000.0,193000000,2010
Solitary Man,12500000,4360548,4360548,2010,Solitary Man,4400000.0,818000,2010
Kites,9200000,1685269,17155193,2010,Kites,1600000.0,1300000,2010
MacGruber,10000000,8525600,8629895,2010,MacGruber,8500000.0,797000,2010
Shrek Forever After,165000000,238736787,756244673,2010,Shrek Forever After,238700000.0,513900000,2010
Letters to Juliet,30000000,53032453,82148538,2010,Letters to Juliet,53000000.0,26100000,2010
Just Wright,12000000,21540363,21867665,2010,Just Wright,21500000.0,29900,2010
Mother and Child,7000000,1110509,6537179,2010,Mother and Child,1100000.0,3900000,2010
Iron Man 2,170000000,312433331,621156389,2010,Iron Man 2,312400000.0,311500000,2010
Harry Brown,7300000,1818681,12023606,2010,Harry Brown,1800000.0,8500000,2010
Furry Vengeance,35000000,17630465,39340177,2010,Furry Vengeance,17600000.0,18600000,2010
Housefull,10100000,1183658,18726300,2010,Housefull,1200000.0,1200000,2010
The Good Heart,3800000,20930,340930,2010,The Good Heart,20900.0,323000,2010
Please Give,3000000,4033574,4570178,2010,Please Give,4000000.0,280000,2010
The Losers,25000000,23591432,29863840,2010,The Losers,23600000.0,5800000,2010
Oceans,80000000,19422319,86787530,2010,Oceans,19400000.0,63200000,2010
Kick-Ass,28000000,48071303,97531134,2010,Kick-Ass,48100000.0,48100000,2010
The Perfect Game,12500000,1089445,3931367,2010,The Perfect Game,1000000.0,2800000,2010
The Joneses,10000000,1475746,3541565,2010,The Joneses,1500000.0,5500000,2010
The City of Your Final Destination,8300000,493296,1353296,2010,The City of Your Final Destination,493000.0,859000,2010
After.Life,4500000,108596,2481925,2010,After.Life,109000.0,1900000,2010
Letters to God,3000000,2848587,3237452,2010,Letters to God,2800000.0,60300,2010
Date Night,55000000,98711404,152269033,2010,Date Night,98700000.0,53600000,2010
Leaves of Grass,9000000,70066,85527,2010,Leaves of Grass,70100.0,949000,2010
The Last Song,20000000,62950384,92678948,2010,The Last Song,63000000.0,26100000,2010
How to Train Your Dragon,165000000,217581232,494870992,2010,How to Train Your Dragon,217600000.0,277300000,2010
Hot Tub Time Machine,36000000,50269859,65967750,2010,Hot Tub Time Machine,50300000.0,14300000,2010
The Eclipse,3000000,133411,133411,2010,The Eclipse,133000.0,26400,2010
Chloe,13000000,3075255,11831131,2010,Chloe,3100000.0,8600000,2010
City Island,6000000,6671283,8173486,2010,City Island,6700000.0,1200000,2010
The Bounty Hunter,45000000,67061228,135808837,2010,The Bounty Hunter,67099999.0,69300000,2010
The Runaways,9500000,3573673,5278632,2010,The Runaways,3600000.0,1100000,2010
Repo Men,32000000,13942007,18195238,2010,Repo Men,13800000.0,4600000,2010
Diary of a Wimpy Kid,15000000,64003625,76954311,2010,Diary of a Wimpy Kid,64000000.0,11700000,2010
She's Out of My League,20000000,32010860,48680977,2010,She's Out of My League,32000000.0,17800000,2010
Remember Me,16000000,19068240,56506120,2010,Remember Me,19100000.0,37000000,2010
Green Zone,100000000,35497337,97523020,2010,Green Zone,35100000.0,59800000,2010
Our Family Wedding,14000000,20255281,21410546,2010,Our Family Wedding,20300000.0,1200000,2010
The Secret of Kells,8000000,690290,3582797,2010,The Secret of Kells,677000.0,62700,2010
Brooklyn's Finest,17000000,27163593,39233233,2010,Brooklyn's Finest,27200000.0,9300000,2010
The Crazies,19000000,39123589,56445534,2010,The Crazies,39100000.0,15700000,2010
Cop Out,37000000,44875481,55909910,2010,Cop Out,44900000.0,10700000,2010
The Ghost Writer,45000000,15541549,65532491,2010,The Ghost Writer,15500000.0,44700000,2010
Shutter Island,80000000,128012934,299461782,2010,Shutter Island,128000000.0,166800000,2010
Valentine's Day,52000000,110485654,217569328,2010,Valentine's Day,110500000.0,106000000,2010
The Wolfman,150000000,62189884,142634358,2010,The Wolfman,62000000.0,77800000,2010
My Name is Khan,8470000,4046336,42355526,2010,My Name is Khan,4000000.0,38300000,2010
Dear John,25000000,80014842,142033509,2010,Dear John,80000000.0,35000000,2010
Ajami,1000000,621859,2721096,2010,Ajami,622000.0,669000,2010
Edge of Darkness,60000000,43313890,82812456,2010,Edge of Darkness,43300000.0,37800000,2010
Saint John of Las Vegas,2000000,102645,102645,2010,Saint John of Las Vegas,103000.0,9100,2010
Tooth Fairy,48000000,60022256,112610386,2010,Tooth Fairy,60000000.0,52400000,2010
To Save a Life,500000,3777210,3824868,2010,To Save a Life,3800000.0,45800,2010
Extraordinary Measures,31000000,12482741,15826984,2010,Extraordinary Measures,12100000.0,3100000,2010
The Book of Eli,80000000,94835059,158750817,2010,The Book of Eli,94800000.0,62300000,2010
Fish Tank,3000000,374675,5922292,2010,Fish Tank,375000.0,2000000,2010
The Spy Next Door,28000000,24307106,46752858,2010,The Spy Next Door,24300000.0,20900000,2010
The Last Station,18000000,6617867,15696146,2010,The Last Station,6600000.0,6900000,2010
Youth in Revolt,18000000,15285588,19685588,2010,Youth in Revolt,15300000.0,4400000,2010
Leap Year,19000000,25918920,32618920,2010,Leap Year,25900000.0,6700000,2010
Daybreakers,20000000,30101577,51445503,2010,Daybreakers,30100000.0,21300000,2010
City of Ghosts,17500000,325491,325491,2003,City of Ghosts,128000.0,100000,2017
Jackpot,400000,44452,44452,2001,Jackpot,800.0,1100000,2014
Point Blank,3000000,0,0,1967,Point Blank,708000.0,8500000,2011
